id,salary_min,longitude,salary_max,redirect_url,salary_is_predicted,latitude,title,company,created,description,adref,location,__CLASS__,category,contract_time,contract_type
5587836974,95739.48,-77.338186,95739.48,https://www.adzuna.com/land/ad/5587836974?se=bjp20i4G8RGFq4ybVf_qIg&utm_medium=api&utm_source=8fc3911e&v=77A50F528729C9CAFE38C2A5287AA961E3CC8E6A,1,38.95528,AWS Python Developer,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Galon Solution Inc'}",2026-01-16T10:44:51Z,"Job Description Job Description Our client is seeking a highly experienced AWS Python Developer with strong object-oriented programming skills to lead the development of secure, scalable APIs and cloud-native solutions using AWS services. The ideal candidate will have a DevOps mindset and be passionate about automation and continuous improvement. Key Responsibilities: Design and develop APIs using AWS Lambda, API Gateway, S3, DynamoDB, and IAM. Leverage Boto3 for AWS SDK integrations and automa…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU4NzgzNjk3NCIsInMiOiJianAyMGk0RzhSR0ZxNHliVmZfcUlnIn0.EAUHhdqGPTLMLsvNkC88owxI6jg4nGC15BUdYkmBK34,"{'area': ['US', 'Virginia', 'Fairfax County', 'Reston'], 'display_name': 'Reston, Fairfax County', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,"{'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",,
5618439417,121475.75,-74.0447,121475.75,https://www.adzuna.com/land/ad/5618439417?se=bjp20i4G8RGFq4ybVf_qIg&utm_medium=api&utm_source=8fc3911e&v=C1CC4F788DC43BC34D25C6ED96A62F3E6036A7C0,1,40.721832,Python Engineer,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BC Forward'}",2026-02-06T21:24:00Z,"Python Engineer BCforward is currently seeking an initiative-taking Python Engineer for an opportunity in Jersey City, NJ Position Title: Python Engineer Location: Jersey City, NJ Anticipated Start Date: ASAP Please note this is the target date and it is subject to change. BCforward will send official notice ahead of a confirmed start date. Expected Duration: Expected 12-Month. Job Type: CONTRACT, (Hybrid) Monday- Friday (5x8) Candidate who is authorized to work independently Pay Range: $60 - $…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYmpwMjBpNEc4UkdGcTR5YlZmX3FJZyIsImkiOiI1NjE4NDM5NDE3In0.3K9xGDrrmmq_XHAmfpih1MtDZT_Sq2gXL_Bm6IRFTTU,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Jersey City, Hudson County', 'area': ['US', 'New Jersey', 'Hudson County', 'Jersey City']}",Adzuna::API::Response::Job,"{'tag': 'it-jobs', 'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,
5619034798,98256.02,-82.45632,98256.02,https://www.adzuna.com/land/ad/5619034798?se=bjp20i4G8RGFq4ybVf_qIg&utm_medium=api&utm_source=8fc3911e&v=C94D82BF48F50D459C3768E2E191636F711DCD3A,1,27.955269,Python Developer,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BC Forward'}",2026-02-07T07:23:24Z,"Python Developer BC forward is currently seeking a highly motivated Full Stack Developer - Advanced for an opportunity in Tampa FL ! Position Title: Full Stack Developer Advanced Location: Tampa FL Anticipated Start Date: 01/012026 Please note this is the target date and is subject to change. BCforward will send official notice ahead of a confirmed start date. Expected Duration: 6 Months Job Type: Contract to hire, Onsite Pay Range: 60$/hr -65$/hr Please note that actual compensation may vary w…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYmpwMjBpNEc4UkdGcTR5YlZmX3FJZyIsImkiOiI1NjE5MDM0Nzk4In0.Wn-tg3slqvjEFAsG4_koLooRoFYkP8j3yqLzH7zIQwI,"{'area': ['US', 'Florida', 'Hillsborough County', 'Tampa'], 'display_name': 'Tampa, Hillsborough County', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}",,
5617297648,88076.04,-79.472486,88076.04,https://www.adzuna.com/land/ad/5617297648?se=bjp20i4G8RGFq4ybVf_qIg&utm_medium=api&utm_source=8fc3911e&v=0F680A3935832EC5A4A99F5AA509B3BA02CB1998,1,35.631186,Python Developer,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Collabera'}",2026-02-06T07:53:26Z,"Job Title: Python Developer Location: Charlotte, NC Work Arrangement: Hybrid Client Industry: Banking Duration: 12 - 18 Months Schedule: Monday to Friday, 8 AM – 5 PM PST About the Role We are seeking a skilled and motivated software developer to join our technology team. This role involves working on critical projects related to risk management and regulatory reporting. The position requires a strong background in programming and database management, with a focus on developing and implementing…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYxNzI5NzY0OCIsInMiOiJianAyMGk0RzhSR0ZxNHliVmZfcUlnIn0.IQ74W7heMBd4SUqwb3Um3GsWOAurmenMack4KgsfBlo,"{'display_name': 'North Carolina, US', 'area': ['US', 'North Carolina'], '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,"{'tag': 'it-jobs', 'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,
5607070155,97308.58,-98.656775,97308.58,https://www.adzuna.com/land/ad/5607070155?se=bjp20i4G8RGFq4ybVf_qIg&utm_medium=api&utm_source=8fc3911e&v=8990C6DABFE23D8953A01133F0725A9C90EB6B9C,1,31.709263,Python Developer,"{'display_name': 'Collabera', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-01-30T21:41:10Z,"If you are looking for new opportunity, send your resume to pujan.motivaras@collabera.com Job Description: Client: Banking Position: Python Developer Duration: 12 months Location: Dallas, TX Payrange: $60-65/hr Key Responsibilities: Responsible for developing object-orientated software in Python, object-oriented database, and grid computing using proprietary Quartz platform. Responsible for developing data transfer tools to replicate data from no-sql datastore to an Oracle (Exadata) database Re…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYwNzA3MDE1NSIsInMiOiJianAyMGk0RzhSR0ZxNHliVmZfcUlnIn0.6cV-Z6rDLFC4F8By87N4Jn3_-RR3J_ql7ViSUNrePXU,"{'display_name': 'Texas, US', 'area': ['US', 'Texas'], '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,"{'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",,
5606103376,95643.57,-89.15483,95643.57,https://www.adzuna.com/land/ad/5606103376?se=bjp20i4G8RGFq4ybVf_qIg&utm_medium=api&utm_source=8fc3911e&v=6F5803F824D64C35743DC55F17D4E5D2075E7555,1,39.863792,Python Developer,"{'display_name': 'Collabera', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-01-30T07:25:33Z,"Job Title: Python Developer Location:Chicago,IL (Local Only No relocation - In person Interview ) Work Arrangement: Fully Onsite Client Industry: Banking Duration: 12 Months Contract Key Focus Area :: Python , Postgresql & Fast API Required Skills & Qualifications: Proven experience in designing and deploying high-volume, distributed transactional applications. Expert-level proficiency in Python and the FastAPI framework (or similar asynchronous web frameworks). Strong hands-on experience with …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYwNjEwMzM3NiIsInMiOiJianAyMGk0RzhSR0ZxNHliVmZfcUlnIn0.HPYGP5AUpty7A03jlugGCEfYwitUqDCVrBlHnZoQU1g,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['US', 'Illinois'], 'display_name': 'Illinois, US'}",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs', 'tag': 'it-jobs'}",,
5580464958,84912.75,-76.092103,84912.75,https://www.adzuna.com/land/ad/5580464958?se=bjp20i4G8RGFq4ybVf_qIg&utm_medium=api&utm_source=8fc3911e&v=BB5780713C7834245579361E3B4ADE9C6A638871,1,36.846097,DevOps Engineer Python,"{'display_name': 'Apexon', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-01-12T09:43:37Z,"We are seeking a DevOps Engineer with Python expertise and strong AWS & Terraform skills to support our digital transformation initiatives. The ideal candidate will be hands-on in automating infrastructure, deployments, and collaborating across teams to ensure seamless CI/CD processes. Job Title: DevOps with Python Engineer Location: Reston, VA (Onsite from Day One) Interview Mode: In-Person (Client Interview Required) Key Qualifications: • Experience: 10 years in DevOps Tools & Platforms: • Gi…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYmpwMjBpNEc4UkdGcTR5YlZmX3FJZyIsImkiOiI1NTgwNDY0OTU4In0.ER44k3ixVQppWHf6VLewhLOt3hpWMnM2_RXHCx4mofE,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['US', 'Virginia', 'Virginia Beach City', 'Virginia Beach'], 'display_name': 'Virginia Beach, Virginia Beach City'}",Adzuna::API::Response::Job,"{'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",full_time,
5615206446,119282.4,-98.522671,119282.4,https://www.adzuna.com/land/ad/5615206446?se=bjp20i4G8RGFq4ybVf_qIg&utm_medium=api&utm_source=8fc3911e&v=241A409DEB79E1B42727CB8EE9CBCEABCACE48AD,1,29.46357,Python Architect,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Staffing Technologies'}",2026-02-04T23:24:31Z,"Job Description Job Description Long term 12 month contract opening with option to hire. Onsite everyday M-F in San Antonio, TX. We are seeking a highly skilled Technical Lead with deep expertise in Python , AWS services , and experience with data capture , transmissions , and FTP-based workflows . This role is ideal for a seasoned engineer who thrives in leading technical projects, building robust cloud solutions, and mentoring a team of developers. This position is available as a contract-to-…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYxNTIwNjQ0NiIsInMiOiJianAyMGk0RzhSR0ZxNHliVmZfcUlnIn0.IDb8ssUHvIYq2DJMQX3OtPV3p_8i_sOFqpRRLFegZKg,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'San Antonio, Bexar County', 'area': ['US', 'Texas', 'Bexar County', 'San Antonio']}",Adzuna::API::Response::Job,"{'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",,
5567975523,97910.58,-80.8432,97910.58,https://www.adzuna.com/land/ad/5567975523?se=bjp20i4G8RGFq4ybVf_qIg&utm_medium=api&utm_source=8fc3911e&v=17CC6932BC490A088311A234C93D82C9DACBF724,1,35.2268,PowerApps / Python Developer,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'SMBC Group'}",2026-01-05T09:28:14Z,"SMBC Group is a top-tier global financial group. Headquartered in Tokyo and with a 400-year history, SMBC Group offers a diverse range of financial services, including banking, leasing, securities, credit cards, and consumer finance. The Group has more than 130 offices and 80,000 employees worldwide in nearly 40 countries. Sumitomo Mitsui Financial Group, Inc. (SMFG) is the holding company of SMBC Group, which is one of the three largest banking groups in Japan. SMFG’s shares trade on the Tokyo…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU2Nzk3NTUyMyIsInMiOiJianAyMGk0RzhSR0ZxNHliVmZfcUlnIn0.YlmdmP0sgpvksuUWMtSzc_m9E6I3JlMTYknN6LPd_Ak,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Charlotte, Mecklenburg County', 'area': ['US', 'North Carolina', 'Mecklenburg County', 'Charlotte']}",Adzuna::API::Response::Job,"{'tag': 'accounting-finance-jobs', 'label': 'Accounting & Finance Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",full_time,
5611353759,84889.67,-98.656775,84889.67,https://www.adzuna.com/land/ad/5611353759?se=bjp20i4G8RGFq4ybVf_qIg&utm_medium=api&utm_source=8fc3911e&v=FCB510A87B0614A0B60E4223F0FA04B100200BF3,1,31.709263,Python/AI Engineer,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Collabera'}",2026-02-03T00:22:31Z,"Job Title: Python/AI Engineer Location: Plano, TX/Jersey City, NJ/Charlotte, NC/ Kennesaw, GA Work Arrangement: Hybrid Client Industry: Banking/Finance Duration: 12 – 18 months CTH About the Role We are hiring an Python/AI Engineer to join our client on a contract basis. This is a fantastic opportunity to work with one of the most innovative Banking companies in the U.S. What We’re Looking For: 7 years of demonstrable experience in Python development. Strong knowledge of Python languages and we…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYxMTM1Mzc1OSIsInMiOiJianAyMGk0RzhSR0ZxNHliVmZfcUlnIn0.1i-ctQ7cVe1OCOXWBN50p7CT2SQtbTnKuPCZSYfGrZY,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['US', 'Texas'], 'display_name': 'Texas, US'}",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs', 'tag': 'it-jobs'}",,
